,image,class,format,mode,shape
1354,Schizophrenia (2202).jpg,infected,JPEG,RGB,"(303, 223, 3)"
1355,Schizophrenia (2203).jpg,infected,JPEG,RGB,"(344, 279, 3)"
1356,Schizophrenia (2204).jpg,infected,JPEG,RGB,"(442, 353, 3)"
1357,Schizophrenia (2205).jpg,infected,JPEG,RGB,"(353, 300, 3)"
1358,Schizophrenia (2206).jpg,infected,JPEG,RGB,"(260, 194, 3)"
1360,Schizophrenia (2208).jpg,infected,JPEG,RGB,"(309, 232, 3)"
1361,Schizophrenia (2209).jpg,infected,JPEG,RGB,"(316, 270, 3)"
1362,Schizophrenia (221).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1363,Schizophrenia (2210).jpg,infected,JPEG,RGB,"(336, 264, 3)"
1364,Schizophrenia (2211).jpg,infected,JPEG,RGB,"(303, 223, 3)"
1365,Schizophrenia (2212).jpg,infected,JPEG,RGB,"(555, 526, 3)"
1368,Schizophrenia (2215).jpg,infected,JPEG,RGB,"(630, 504, 3)"
1370,Schizophrenia (2217).jpg,infected,JPEG,RGB,"(345, 338, 3)"
1371,Schizophrenia (2218).jpg,infected,JPEG,RGB,"(253, 200, 3)"
1372,Schizophrenia (2219).jpg,infected,JPEG,RGB,"(630, 630, 3)"
1373,Schizophrenia (222).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1374,Schizophrenia (2220).jpg,infected,JPEG,RGB,"(630, 630, 3)"
1375,Schizophrenia (2221).jpg,infected,JPEG,RGB,"(630, 630, 3)"
1376,Schizophrenia (2222).jpg,infected,JPEG,RGB,"(519, 456, 3)"
1377,Schizophrenia (2223).jpg,infected,JPEG,RGB,"(555, 526, 3)"
1378,Schizophrenia (2224).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1379,Schizophrenia (2225).jpg,infected,JPEG,RGB,"(380, 310, 3)"
1380,Schizophrenia (2226).jpg,infected,JPEG,RGB,"(446, 450, 3)"
1381,Schizophrenia (2227).jpg,infected,JPEG,RGB,"(251, 204, 3)"
1383,Schizophrenia (2229).jpg,infected,JPEG,RGB,"(225, 225, 3)"
1384,Schizophrenia (223).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1385,Schizophrenia (2230).jpg,infected,JPEG,RGB,"(365, 306, 3)"
1387,Schizophrenia (2232).jpg,infected,JPEG,RGB,"(210, 200, 3)"
1388,Schizophrenia (2233).jpg,infected,JPEG,RGB,"(337, 293, 3)"
1389,Schizophrenia (2234).jpg,infected,JPEG,RGB,"(340, 291, 3)"
1390,Schizophrenia (2235).jpg,infected,JPEG,RGB,"(929, 634, 3)"
1391,Schizophrenia (2236).jpg,infected,JPEG,RGB,"(355, 320, 3)"
1392,Schizophrenia (2237).jpg,infected,JPEG,RGB,"(307, 271, 3)"
1393,Schizophrenia (2238).jpg,infected,JPEG,RGB,"(350, 315, 3)"
1394,Schizophrenia (2239).jpg,infected,JPEG,RGB,"(938, 911, 3)"
1395,Schizophrenia (224).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1397,Schizophrenia (2241).jpg,infected,JPEG,RGB,"(219, 230, 3)"
1398,Schizophrenia (2242).jpg,infected,JPEG,RGB,"(239, 211, 3)"
1399,Schizophrenia (2243).jpg,infected,JPEG,RGB,"(340, 314, 3)"
1400,Schizophrenia (2244).jpg,infected,JPEG,RGB,"(270, 229, 3)"
1401,Schizophrenia (2245).jpg,infected,JPEG,RGB,"(938, 911, 3)"
1402,Schizophrenia (2246).jpg,infected,JPEG,RGB,"(255, 197, 3)"
1403,Schizophrenia (2247).jpg,infected,JPEG,RGB,"(520, 433, 3)"
1405,Schizophrenia (2249).jpg,infected,JPEG,RGB,"(279, 258, 3)"
1406,Schizophrenia (225).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1407,Schizophrenia (2250).jpg,infected,JPEG,RGB,"(243, 205, 3)"
1408,Schizophrenia (2251).jpg,infected,JPEG,RGB,"(340, 288, 3)"
1409,Schizophrenia (2252).jpg,infected,JPEG,RGB,"(233, 215, 3)"
1410,Schizophrenia (2253).jpg,infected,JPEG,RGB,"(630, 504, 3)"
1411,Schizophrenia (2254).jpg,infected,JPEG,RGB,"(240, 210, 3)"
1412,Schizophrenia (2255).jpg,infected,JPEG,RGB,"(456, 374, 3)"
1414,Schizophrenia (2257).jpg,infected,JPEG,RGB,"(349, 300, 3)"
1415,Schizophrenia (2258).jpg,infected,JPEG,RGB,"(290, 250, 3)"
1416,Schizophrenia (2259).jpg,infected,JPEG,RGB,"(620, 620, 3)"
1417,Schizophrenia (226).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1418,Schizophrenia (2260).jpg,infected,JPEG,RGB,"(369, 400, 3)"
1419,Schizophrenia (2261).jpg,infected,JPEG,RGB,"(338, 264, 3)"
1420,Schizophrenia (2262).jpg,infected,JPEG,RGB,"(442, 353, 3)"
1421,Schizophrenia (2263).jpg,infected,JPEG,RGB,"(353, 300, 3)"
1422,Schizophrenia (2264).jpg,infected,JPEG,RGB,"(251, 201, 3)"
1423,Schizophrenia (2265).jpg,infected,JPEG,RGB,"(431, 400, 3)"
1424,Schizophrenia (2266).jpg,infected,JPEG,RGB,"(234, 216, 3)"
1425,Schizophrenia (2267).jpg,infected,JPEG,RGB,"(223, 226, 3)"
1426,Schizophrenia (2268).jpg,infected,JPEG,RGB,"(308, 244, 3)"
1427,Schizophrenia (2269).jpg,infected,JPEG,RGB,"(324, 272, 3)"
1428,Schizophrenia (227).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1429,Schizophrenia (2270).jpg,infected,JPEG,RGB,"(350, 272, 3)"
1430,Schizophrenia (2271).jpg,infected,JPEG,RGB,"(286, 241, 3)"
1431,Schizophrenia (2272).jpg,infected,JPEG,RGB,"(630, 630, 3)"
1432,Schizophrenia (2273).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1433,Schizophrenia (2274).jpg,infected,JPEG,RGB,"(1280, 1061, 3)"
1434,Schizophrenia (2275).jpg,infected,JPEG,RGB,"(260, 194, 3)"
1436,Schizophrenia (2277).jpg,infected,JPEG,RGB,"(225, 225, 3)"
1437,Schizophrenia (2278).jpg,infected,JPEG,RGB,"(938, 864, 3)"
1438,Schizophrenia (2279).jpg,infected,JPEG,RGB,"(366, 310, 3)"
1439,Schizophrenia (228).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1440,Schizophrenia (2280).jpg,infected,JPEG,RGB,"(355, 272, 3)"
1441,Schizophrenia (2281).jpg,infected,JPEG,RGB,"(323, 276, 3)"
1442,Schizophrenia (2282).jpg,infected,JPEG,RGB,"(357, 283, 3)"
1443,Schizophrenia (2283).jpg,infected,JPEG,RGB,"(234, 219, 3)"
1444,Schizophrenia (2284).jpg,infected,JPEG,RGB,"(650, 591, 3)"
1445,Schizophrenia (2285).jpg,infected,JPEG,RGB,"(419, 369, 3)"
1446,Schizophrenia (2286).jpg,infected,JPEG,RGB,"(249, 206, 3)"
1447,Schizophrenia (2287).jpg,infected,JPEG,RGB,"(312, 254, 3)"
1448,Schizophrenia (2288).jpg,infected,JPEG,RGB,"(546, 472, 3)"
1449,Schizophrenia (2289).jpg,infected,JPEG,RGB,"(504, 421, 3)"
1450,Schizophrenia (229).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1451,Schizophrenia (2290).jpg,infected,JPEG,RGB,"(274, 248, 3)"
1452,Schizophrenia (2291).jpg,infected,JPEG,RGB,"(625, 490, 3)"
1453,Schizophrenia (2292).jpg,infected,JPEG,RGB,"(235, 200, 3)"
1454,Schizophrenia (2293).jpg,infected,JPEG,RGB,"(249, 178, 3)"
1455,Schizophrenia (2294).jpg,infected,JPEG,RGB,"(399, 355, 3)"
1456,Schizophrenia (2295).jpg,infected,JPEG,RGB,"(554, 554, 3)"
1457,Schizophrenia (2296).jpg,infected,JPEG,RGB,"(340, 291, 3)"
1458,Schizophrenia (2297).jpg,infected,JPEG,RGB,"(354, 318, 3)"
1459,Schizophrenia (2298).jpg,infected,JPEG,RGB,"(251, 205, 3)"
1460,Schizophrenia (2299).jpg,infected,JPEG,RGB,"(249, 204, 3)"
1461,Schizophrenia (23).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1462,Schizophrenia (23).tif,infected,TIFF,RGB,"(256, 256, 3)"
1463,Schizophrenia (230).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1464,Schizophrenia (2300).jpg,infected,JPEG,RGB,"(341, 315, 3)"
1465,Schizophrenia (2301).jpg,infected,JPEG,RGB,"(218, 180, 3)"
1466,Schizophrenia (2302).jpg,infected,JPEG,RGB,"(298, 260, 3)"
1467,Schizophrenia (2303).jpg,infected,JPEG,RGB,"(241, 209, 3)"
1468,Schizophrenia (2304).jpg,infected,JPEG,RGB,"(500, 455, 3)"
1469,Schizophrenia (2305).jpg,infected,JPEG,RGB,"(342, 323, 3)"
1470,Schizophrenia (2306).jpg,infected,JPEG,RGB,"(349, 425, 3)"
1471,Schizophrenia (2307).jpg,infected,JPEG,RGB,"(236, 236, 3)"
1472,Schizophrenia (2308).jpg,infected,JPEG,RGB,"(236, 236, 3)"
1473,Schizophrenia (2309).jpg,infected,JPEG,RGB,"(258, 300, 3)"
1474,Schizophrenia (231).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1475,Schizophrenia (2310).jpg,infected,JPEG,RGB,"(233, 233, 3)"
1476,Schizophrenia (2311).jpg,infected,JPEG,RGB,"(269, 249, 3)"
1477,Schizophrenia (2312).jpg,infected,JPEG,RGB,"(239, 211, 3)"
1478,Schizophrenia (2313).jpg,infected,JPEG,RGB,"(216, 216, 3)"
1479,Schizophrenia (2314).jpg,infected,JPEG,RGB,"(298, 236, 3)"
1480,Schizophrenia (2315).jpg,infected,JPEG,RGB,"(229, 197, 3)"
1481,Schizophrenia (2316).jpg,infected,JPEG,RGB,"(236, 236, 3)"
1482,Schizophrenia (2317).jpg,infected,JPEG,RGB,"(554, 554, 3)"
1483,Schizophrenia (2318).jpg,infected,JPEG,RGB,"(256, 256, 3)"
1484,Schizophrenia (2319).jpg,infected,JPEG,RGB,"(326, 273, 3)"
1485,Schizophrenia (232).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1486,Schizophrenia (2320).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1487,Schizophrenia (2321).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1488,Schizophrenia (2322).jpg,infected,JPEG,RGB,"(235, 214, 3)"
1489,Schizophrenia (2323).jpg,infected,JPEG,RGB,"(243, 208, 3)"
1490,Schizophrenia (2324).jpg,infected,JPEG,RGB,"(337, 305, 3)"
1491,Schizophrenia (2325).jpg,infected,JPEG,RGB,"(368, 394, 3)"
1492,Schizophrenia (2326).jpg,infected,JPEG,RGB,"(252, 200, 3)"
1493,Schizophrenia (2327).jpg,infected,JPEG,RGB,"(594, 485, 3)"
1494,Schizophrenia (2328).jpg,infected,JPEG,RGB,"(360, 319, 3)"
1495,Schizophrenia (2329).jpg,infected,JPEG,RGB,"(310, 246, 3)"
1496,Schizophrenia (233).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1497,Schizophrenia (2330).jpg,infected,JPEG,RGB,"(453, 388, 3)"
1498,Schizophrenia (2331).jpg,infected,JPEG,RGB,"(380, 310, 3)"
1499,Schizophrenia (2332).jpg,infected,JPEG,RGB,"(442, 354, 3)"
1500,Schizophrenia (2333).jpg,infected,JPEG,RGB,"(480, 480, 3)"
1501,Schizophrenia (2334).jpg,infected,JPEG,RGB,"(608, 504, 3)"
1502,Schizophrenia (2335).jpg,infected,JPEG,RGB,"(167, 175, 3)"
1503,Schizophrenia (2336).jpg,infected,JPEG,RGB,"(249, 200, 3)"
1504,Schizophrenia (2337).jpg,infected,JPEG,RGB,"(245, 204, 3)"
1505,Schizophrenia (2338).jpg,infected,JPEG,RGB,"(405, 326, 3)"
1506,Schizophrenia (2339).jpg,infected,JPEG,RGB,"(392, 331, 3)"
1507,Schizophrenia (234).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1509,Schizophrenia (2341).jpg,infected,JPEG,RGB,"(480, 640, 3)"
1510,Schizophrenia (2342).jpg,infected,JPEG,RGB,"(378, 317, 3)"
1511,Schizophrenia (2343).jpg,infected,JPEG,RGB,"(554, 554, 3)"
1512,Schizophrenia (2344).jpg,infected,JPEG,RGB,"(237, 213, 3)"
1513,Schizophrenia (2345).jpg,infected,JPEG,RGB,"(581, 528, 3)"
1514,Schizophrenia (2346).jpg,infected,JPEG,RGB,"(237, 212, 3)"
1515,Schizophrenia (2347).jpg,infected,JPEG,RGB,"(251, 201, 3)"
1516,Schizophrenia (2348).jpg,infected,JPEG,RGB,"(238, 249, 3)"
1517,Schizophrenia (2349).jpg,infected,JPEG,RGB,"(564, 544, 3)"
1518,Schizophrenia (235).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1519,Schizophrenia (2350).jpg,infected,JPEG,RGB,"(245, 224, 3)"
1520,Schizophrenia (2351).jpg,infected,JPEG,RGB,"(240, 210, 3)"
1521,Schizophrenia (2352).jpg,infected,JPEG,RGB,"(225, 225, 3)"
1522,Schizophrenia (2353).jpg,infected,JPEG,RGB,"(225, 225, 3)"
1523,Schizophrenia (2354).jpg,infected,JPEG,RGB,"(216, 224, 3)"
1524,Schizophrenia (2355).jpg,infected,JPEG,RGB,"(225, 225, 3)"
1525,Schizophrenia (2356).jpg,infected,JPEG,RGB,"(355, 311, 3)"
1526,Schizophrenia (2357).jpg,infected,JPEG,RGB,"(352, 321, 3)"
1528,Schizophrenia (2359).jpg,infected,JPEG,RGB,"(283, 231, 3)"
1529,Schizophrenia (236).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1530,Schizophrenia (2360).jpg,infected,JPEG,RGB,"(359, 300, 3)"
1531,Schizophrenia (2361).jpg,infected,JPEG,RGB,"(377, 341, 3)"
1532,Schizophrenia (2362).jpg,infected,JPEG,RGB,"(355, 310, 3)"
1533,Schizophrenia (2363).jpg,infected,JPEG,RGB,"(370, 286, 3)"
1534,Schizophrenia (2364).jpg,infected,JPEG,RGB,"(309, 232, 3)"
1535,Schizophrenia (2365).jpg,infected,JPEG,RGB,"(334, 283, 3)"
1536,Schizophrenia (2366).jpg,infected,JPEG,RGB,"(354, 303, 3)"
1537,Schizophrenia (2367).jpg,infected,JPEG,RGB,"(348, 287, 3)"
1538,Schizophrenia (2368).jpg,infected,JPEG,RGB,"(360, 313, 3)"
1539,Schizophrenia (2369).jpg,infected,JPEG,RGB,"(348, 297, 3)"
1540,Schizophrenia (237).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1541,Schizophrenia (2370).jpg,infected,JPEG,RGB,"(351, 273, 3)"
1542,Schizophrenia (2371).jpg,infected,JPEG,RGB,"(1200, 1059, 3)"
1543,Schizophrenia (2372).jpg,infected,JPEG,RGB,"(316, 270, 3)"
1544,Schizophrenia (2373).jpg,infected,JPEG,RGB,"(336, 264, 3)"
1545,Schizophrenia (2374).jpg,infected,JPEG,RGB,"(303, 223, 3)"
1546,Schizophrenia (2375).jpg,infected,JPEG,RGB,"(291, 253, 3)"
1547,Schizophrenia (2376).jpg,infected,JPEG,RGB,"(350, 272, 3)"
1549,Schizophrenia (2378).jpg,infected,JPEG,RGB,"(300, 263, 3)"
1550,Schizophrenia (2379).jpg,infected,JPEG,RGB,"(325, 254, 3)"
1551,Schizophrenia (238).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1553,Schizophrenia (2381).jpg,infected,JPEG,RGB,"(355, 290, 3)"
1554,Schizophrenia (2382).jpg,infected,JPEG,RGB,"(354, 279, 3)"
1555,Schizophrenia (2383).jpg,infected,JPEG,RGB,"(586, 467, 3)"
1556,Schizophrenia (2384).jpg,infected,JPEG,RGB,"(318, 273, 3)"
1557,Schizophrenia (2385).jpg,infected,JPEG,RGB,"(347, 300, 3)"
1558,Schizophrenia (2386).jpg,infected,JPEG,RGB,"(630, 587, 3)"
1559,Schizophrenia (2387).jpg,infected,JPEG,RGB,"(173, 189, 3)"
1560,Schizophrenia (2388).jpg,infected,JPEG,RGB,"(380, 318, 3)"
1561,Schizophrenia (2389).jpg,infected,JPEG,RGB,"(450, 355, 3)"
1562,Schizophrenia (239).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1563,Schizophrenia (2390).jpg,infected,JPEG,RGB,"(244, 206, 3)"
1564,Schizophrenia (2391).jpg,infected,JPEG,RGB,"(879, 766, 3)"
1565,Schizophrenia (2392).jpg,infected,JPEG,RGB,"(359, 297, 3)"
1566,Schizophrenia (2393).jpg,infected,JPEG,RGB,"(342, 273, 3)"
1567,Schizophrenia (2394).jpg,infected,JPEG,RGB,"(351, 262, 3)"
1568,Schizophrenia (2395).jpg,infected,JPEG,RGB,"(256, 256, 3)"
1569,Schizophrenia (2396).jpg,infected,JPEG,RGB,"(993, 825, 3)"
1570,Schizophrenia (2397).jpg,infected,JPEG,RGB,"(340, 314, 3)"
1571,Schizophrenia (2398).jpg,infected,JPEG,RGB,"(212, 209, 3)"
1572,Schizophrenia (2399).jpg,infected,JPEG,RGB,"(300, 240, 3)"
1573,Schizophrenia (24).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1574,Schizophrenia (24).tif,infected,TIFF,RGB,"(256, 256, 3)"
1575,Schizophrenia (240).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1576,Schizophrenia (2400).jpg,infected,JPEG,RGB,"(247, 204, 3)"
1577,Schizophrenia (2401).jpg,infected,JPEG,RGB,"(380, 294, 3)"
1578,Schizophrenia (2402).jpg,infected,JPEG,RGB,"(277, 272, 3)"
1580,Schizophrenia (2404).jpg,infected,JPEG,RGB,"(526, 530, 3)"
1581,Schizophrenia (2405).jpg,infected,JPEG,RGB,"(344, 279, 3)"
1582,Schizophrenia (2406).jpg,infected,JPEG,RGB,"(331, 272, 3)"
1583,Schizophrenia (2407).jpg,infected,JPEG,RGB,"(890, 700, 3)"
1584,Schizophrenia (2408).jpg,infected,JPEG,RGB,"(351, 278, 3)"
1585,Schizophrenia (2409).jpg,infected,JPEG,RGB,"(237, 213, 3)"
1586,Schizophrenia (241).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1587,Schizophrenia (2410).jpg,infected,JPEG,RGB,"(355, 294, 3)"
1588,Schizophrenia (2411).jpg,infected,JPEG,RGB,"(338, 248, 3)"
1589,Schizophrenia (2412).jpg,infected,JPEG,RGB,"(315, 289, 3)"
1590,Schizophrenia (2413).jpg,infected,JPEG,RGB,"(331, 260, 3)"
1591,Schizophrenia (2414).jpg,infected,JPEG,RGB,"(236, 213, 3)"
1592,Schizophrenia (2415).jpg,infected,JPEG,RGB,"(234, 215, 3)"
1593,Schizophrenia (2416).jpg,infected,JPEG,RGB,"(349, 278, 3)"
1594,Schizophrenia (2417).jpg,infected,JPEG,RGB,"(246, 205, 3)"
1595,Schizophrenia (2418).jpg,infected,JPEG,RGB,"(256, 197, 3)"
1596,Schizophrenia (2419).jpg,infected,JPEG,RGB,"(338, 283, 3)"
1597,Schizophrenia (242).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1598,Schizophrenia (2420).jpg,infected,JPEG,RGB,"(251, 201, 3)"
1599,Schizophrenia (2421).jpg,infected,JPEG,RGB,"(295, 283, 3)"
1600,Schizophrenia (2422).jpg,infected,JPEG,RGB,"(352, 281, 3)"
1601,Schizophrenia (2423).jpg,infected,JPEG,RGB,"(960, 781, 3)"
1602,Schizophrenia (2424).jpg,infected,JPEG,RGB,"(349, 292, 3)"
1603,Schizophrenia (2425).jpg,infected,JPEG,RGB,"(324, 278, 3)"
1604,Schizophrenia (2426).jpg,infected,JPEG,RGB,"(630, 628, 3)"
1605,Schizophrenia (243).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1606,Schizophrenia (244).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1607,Schizophrenia (245).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1608,Schizophrenia (246).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1609,Schizophrenia (247).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1610,Schizophrenia (248).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1611,Schizophrenia (249).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1612,Schizophrenia (25).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1613,Schizophrenia (25).tif,infected,TIFF,RGB,"(256, 256, 3)"
1614,Schizophrenia (250).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1615,Schizophrenia (251).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1616,Schizophrenia (252).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1617,Schizophrenia (253).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1618,Schizophrenia (254).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1619,Schizophrenia (255).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1620,Schizophrenia (256).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1621,Schizophrenia (257).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1622,Schizophrenia (258).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1623,Schizophrenia (259).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1624,Schizophrenia (26).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1625,Schizophrenia (26).tif,infected,TIFF,RGB,"(256, 256, 3)"
1626,Schizophrenia (260).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1627,Schizophrenia (261).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1628,Schizophrenia (262).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1629,Schizophrenia (263).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1630,Schizophrenia (264).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1631,Schizophrenia (265).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1632,Schizophrenia (266).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1633,Schizophrenia (267).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1634,Schizophrenia (268).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1635,Schizophrenia (269).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1636,Schizophrenia (27).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1637,Schizophrenia (27).tif,infected,TIFF,RGB,"(256, 256, 3)"
1638,Schizophrenia (270).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1639,Schizophrenia (271).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1640,Schizophrenia (272).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1641,Schizophrenia (273).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1642,Schizophrenia (274).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1643,Schizophrenia (275).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1644,Schizophrenia (276).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1645,Schizophrenia (277).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1646,Schizophrenia (278).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1647,Schizophrenia (279).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1648,Schizophrenia (28).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1649,Schizophrenia (28).tif,infected,TIFF,RGB,"(256, 256, 3)"
1650,Schizophrenia (280).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1651,Schizophrenia (281).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1652,Schizophrenia (282).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1653,Schizophrenia (283).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1654,Schizophrenia (284).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1655,Schizophrenia (285).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1656,Schizophrenia (286).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1657,Schizophrenia (287).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1658,Schizophrenia (288).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1659,Schizophrenia (289).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1660,Schizophrenia (29).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1661,Schizophrenia (29).tif,infected,TIFF,RGB,"(256, 256, 3)"
1662,Schizophrenia (290).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1663,Schizophrenia (291).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1664,Schizophrenia (292).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1665,Schizophrenia (293).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1666,Schizophrenia (294).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1667,Schizophrenia (295).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1668,Schizophrenia (296).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1669,Schizophrenia (297).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1670,Schizophrenia (298).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1671,Schizophrenia (299).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1672,Schizophrenia (3).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1673,Schizophrenia (3).tif,infected,TIFF,RGB,"(256, 256, 3)"
1674,Schizophrenia (30).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1675,Schizophrenia (30).tif,infected,TIFF,RGB,"(256, 256, 3)"
1676,Schizophrenia (300).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1677,Schizophrenia (301).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1678,Schizophrenia (302).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1679,Schizophrenia (303).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1680,Schizophrenia (304).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1681,Schizophrenia (305).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1682,Schizophrenia (306).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1683,Schizophrenia (307).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1684,Schizophrenia (308).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1685,Schizophrenia (309).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1686,Schizophrenia (31).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1687,Schizophrenia (31).tif,infected,TIFF,RGB,"(256, 256, 3)"
1688,Schizophrenia (310).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1689,Schizophrenia (311).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1690,Schizophrenia (312).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1691,Schizophrenia (313).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1692,Schizophrenia (314).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1693,Schizophrenia (315).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1694,Schizophrenia (316).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1695,Schizophrenia (317).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1696,Schizophrenia (318).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1697,Schizophrenia (319).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1698,Schizophrenia (32).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1699,Schizophrenia (32).tif,infected,TIFF,RGB,"(256, 256, 3)"
1700,Schizophrenia (320).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1701,Schizophrenia (321).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1702,Schizophrenia (322).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1703,Schizophrenia (323).jpg,infected,JPEG,RGB,"(512, 512, 3)"
1704,Schizophrenia (324).jpg,infected,JPEG,RGB,"(512, 512, 3)"
